simulation_id,scenario_id,replicate,n_snps,n_sample,p_pop_hybridisation,p_individual_hybrid_given_pop,p_individual_hybrid_unconditional,expected_n_hybrid,prob_sample_contains_at_least_one_hybrid_theory,pop_hybridisation_occurred,true_n_hybrid,true_n_nonhybrid,true_any_hybrid,detected_hybrid_n_by_q,detected_true_hybrid_n_by_q,false_positive_n_by_q,false_negative_n_by_q,detected_any_true_hybrid_by_q,any_false_positive_by_q,mean_q_trout_hat,min_q_trout_hat,max_q_trout_hat,class_counts
1347,snps_20_sample_50_pop_1_ind_0.005,7,20,50,1,0.005,0.005,0.25,0.22168744293135811,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.54,0,1,nonhybrid_Salmon=23; nonhybrid_Trout=27
1348,snps_20_sample_50_pop_1_ind_0.005,8,20,50,1,0.005,0.005,0.25,0.22168744293135811,TRUE,1,49,TRUE,0,0,0,1,FALSE,FALSE,0.501,0,1,BC3_to_Salmon=1; nonhybrid_Salmon=24; nonhybrid_Trout=25
1349,snps_20_sample_50_pop_1_ind_0.005,9,20,50,1,0.005,0.005,0.25,0.22168744293135811,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.38,0,1,nonhybrid_Salmon=31; nonhybrid_Trout=19
1350,snps_20_sample_50_pop_1_ind_0.005,10,20,50,1,0.005,0.005,0.25,0.22168744293135811,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=20; nonhybrid_Trout=30
1351,snps_20_sample_50_pop_1_ind_0.01,1,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.46,0,1,nonhybrid_Salmon=27; nonhybrid_Trout=23
1352,snps_20_sample_50_pop_1_ind_0.01,2,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=20; nonhybrid_Trout=30
1353,snps_20_sample_50_pop_1_ind_0.01,3,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.4,0,1,nonhybrid_Salmon=30; nonhybrid_Trout=20
1354,snps_20_sample_50_pop_1_ind_0.01,4,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.54,0,1,nonhybrid_Salmon=23; nonhybrid_Trout=27
1355,snps_20_sample_50_pop_1_ind_0.01,5,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.598,0,1,BC2_to_Trout=1; nonhybrid_Salmon=20; nonhybrid_Trout=29
1356,snps_20_sample_50_pop_1_ind_0.01,6,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.5225,0,1,BC2_to_Salmon=1; nonhybrid_Salmon=23; nonhybrid_Trout=26
1357,snps_20_sample_50_pop_1_ind_0.01,7,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.48,0,1,nonhybrid_Salmon=26; nonhybrid_Trout=24
1358,snps_20_sample_50_pop_1_ind_0.01,8,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.4845,0,1,BC2_to_Salmon=1; nonhybrid_Salmon=25; nonhybrid_Trout=24
1359,snps_20_sample_50_pop_1_ind_0.01,9,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.5915,0,1,F2=1; nonhybrid_Salmon=20; nonhybrid_Trout=29
1360,snps_20_sample_50_pop_1_ind_0.01,10,20,50,1,0.01,0.01,0.5,0.39499393286246365,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.522,0,1,BC2_to_Salmon=1; nonhybrid_Salmon=23; nonhybrid_Trout=26
1361,snps_20_sample_50_pop_1_ind_0.025,1,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.48,0,1,nonhybrid_Salmon=26; nonhybrid_Trout=24
1362,snps_20_sample_50_pop_1_ind_0.025,2,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.6,0,1,nonhybrid_Salmon=20; nonhybrid_Trout=30
1363,snps_20_sample_50_pop_1_ind_0.025,3,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,1,49,TRUE,0,0,0,1,FALSE,FALSE,0.341,0,1,BC3_to_Salmon=1; nonhybrid_Salmon=32; nonhybrid_Trout=17
1364,snps_20_sample_50_pop_1_ind_0.025,4,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.4485,0,1,F2=1; nonhybrid_Salmon=27; nonhybrid_Trout=22
1365,snps_20_sample_50_pop_1_ind_0.025,5,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.4645,0,1,BC1_to_Salmon=1; nonhybrid_Salmon=26; nonhybrid_Trout=23
1366,snps_20_sample_50_pop_1_ind_0.025,6,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,3,47,TRUE,3,3,0,0,TRUE,FALSE,0.474,0,1,BC1_to_Salmon=1; BC2_to_Trout=1; F2=1; nonhybrid_Salmon=25; nonhybrid_Trout=22
1367,snps_20_sample_50_pop_1_ind_0.025,7,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.52,0,1,nonhybrid_Salmon=24; nonhybrid_Trout=26
1368,snps_20_sample_50_pop_1_ind_0.025,8,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.5,0,1,nonhybrid_Salmon=25; nonhybrid_Trout=25
1369,snps_20_sample_50_pop_1_ind_0.025,9,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.54,0,1,nonhybrid_Salmon=23; nonhybrid_Trout=27
1370,snps_20_sample_50_pop_1_ind_0.025,10,20,50,1,0.025,0.025,1.25,0.718011897659083,TRUE,0,50,FALSE,0,0,0,0,FALSE,FALSE,0.42,0,1,nonhybrid_Salmon=29; nonhybrid_Trout=21
1371,snps_20_sample_50_pop_1_ind_0.05,1,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,1,49,TRUE,0,0,0,1,FALSE,FALSE,0.521,0,1,BC3_to_Salmon=1; nonhybrid_Salmon=23; nonhybrid_Trout=26
1372,snps_20_sample_50_pop_1_ind_0.05,2,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.4815,0,1,BC3_to_Salmon=1; nonhybrid_Salmon=25; nonhybrid_Trout=24
1373,snps_20_sample_50_pop_1_ind_0.05,3,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,3,47,TRUE,1,1,0,2,TRUE,FALSE,0.5625,0,1,BC2_to_Salmon=1; BC2_to_Trout=1; BC3_to_Salmon=1; nonhybrid_Salmon=20; nonhybrid_Trout=27
1374,snps_20_sample_50_pop_1_ind_0.05,4,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,3,47,TRUE,3,3,0,0,TRUE,FALSE,0.5485,0,1,BC2_to_Salmon=1; BC2_to_Trout=1; F2=1; nonhybrid_Salmon=21; nonhybrid_Trout=26
1375,snps_20_sample_50_pop_1_ind_0.05,5,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.41,0,1,F1=1; nonhybrid_Salmon=29; nonhybrid_Trout=20
1376,snps_20_sample_50_pop_1_ind_0.05,6,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,3,47,TRUE,2,2,0,1,TRUE,FALSE,0.5035,0,1,BC1_to_Trout=1; BC2_to_Trout=1; F2=1; nonhybrid_Salmon=24; nonhybrid_Trout=23
1377,snps_20_sample_50_pop_1_ind_0.05,7,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,4,46,TRUE,4,4,0,0,TRUE,FALSE,0.403,0,1,BC1_to_Trout=1; BC2_to_Salmon=1; F1=1; F2=1; nonhybrid_Salmon=28; nonhybrid_Trout=18
1378,snps_20_sample_50_pop_1_ind_0.05,8,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,4,46,TRUE,4,4,0,0,TRUE,FALSE,0.478,0,1,BC1_to_Salmon=1; BC2_to_Salmon=1; BC3_to_Salmon=1; F1=1; nonhybrid_Salmon=23; nonhybrid_Trout=23
1379,snps_20_sample_50_pop_1_ind_0.05,9,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,1,49,TRUE,1,1,0,0,TRUE,FALSE,0.513,0,1,BC1_to_Trout=1; nonhybrid_Salmon=24; nonhybrid_Trout=25
1380,snps_20_sample_50_pop_1_ind_0.05,10,20,50,1,0.05,0.05,2.5,0.9230550247232868,TRUE,3,47,TRUE,3,3,0,0,TRUE,FALSE,0.4525,0,1,BC2_to_Salmon=1; BC3_to_Trout=1; F1=1; nonhybrid_Salmon=26; nonhybrid_Trout=21
1381,snps_20_sample_50_pop_1_ind_0.1,1,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,7,43,TRUE,6,6,0,1,TRUE,FALSE,0.3795,0,1,BC2_to_Salmon=1; BC2_to_Trout=1; BC3_to_Trout=1; F1=2; F2=2; nonhybrid_Salmon=28; nonhybrid_Trout=15
1382,snps_20_sample_50_pop_1_ind_0.1,2,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,5,45,TRUE,5,5,0,0,TRUE,FALSE,0.5325,0,1,BC1_to_Salmon=1; BC2_to_Salmon=1; BC2_to_Trout=2; F1=1; nonhybrid_Salmon=21; nonhybrid_Trout=24
1383,snps_20_sample_50_pop_1_ind_0.1,3,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,7,43,TRUE,7,7,0,0,TRUE,FALSE,0.4865,0,1,BC1_to_Salmon=1; BC1_to_Trout=1; BC2_to_Salmon=2; BC3_to_Salmon=1; F1=2; nonhybrid_Salmon=21; nonhybrid_Trout=22
1384,snps_20_sample_50_pop_1_ind_0.1,4,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,3,47,TRUE,3,3,0,0,TRUE,FALSE,0.545,0,1,BC1_to_Salmon=1; BC2_to_Salmon=1; BC2_to_Trout=1; nonhybrid_Salmon=21; nonhybrid_Trout=26
1385,snps_20_sample_50_pop_1_ind_0.1,5,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,5,45,TRUE,4,4,0,1,TRUE,FALSE,0.359,0,1,BC1_to_Salmon=1; BC2_to_Salmon=3; F2=1; nonhybrid_Salmon=28; nonhybrid_Trout=17
1386,snps_20_sample_50_pop_1_ind_0.1,6,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,4,46,TRUE,4,4,0,0,TRUE,FALSE,0.5485,0,1,BC1_to_Salmon=1; BC1_to_Trout=1; BC2_to_Salmon=2; nonhybrid_Salmon=20; nonhybrid_Trout=26
1387,snps_20_sample_50_pop_1_ind_0.1,7,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,3,47,TRUE,3,3,0,0,TRUE,FALSE,0.491,0,1,BC1_to_Salmon=1; BC1_to_Trout=1; F2=1; nonhybrid_Salmon=24; nonhybrid_Trout=23
1388,snps_20_sample_50_pop_1_ind_0.1,8,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,4,46,TRUE,3,3,0,1,TRUE,FALSE,0.4115,0,1,BC1_to_Trout=1; BC2_to_Salmon=1; BC3_to_Salmon=1; F2=1; nonhybrid_Salmon=27; nonhybrid_Trout=19
1389,snps_20_sample_50_pop_1_ind_0.1,9,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,5,45,TRUE,5,5,0,0,TRUE,FALSE,0.5055,0,1,BC2_to_Salmon=1; BC2_to_Trout=1; F1=1; F2=2; nonhybrid_Salmon=22; nonhybrid_Trout=23
1390,snps_20_sample_50_pop_1_ind_0.1,10,20,50,1,0.1,0.1,5,0.9948462247926799,TRUE,6,44,TRUE,5,5,0,1,TRUE,FALSE,0.386,0,1,BC1_to_Salmon=1; BC2_to_Salmon=1; F1=3; F2=1; nonhybrid_Salmon=27; nonhybrid_Trout=17
1391,snps_20_sample_50_pop_1_ind_0.25,1,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,9,41,TRUE,9,9,0,0,TRUE,FALSE,0.566,0,1,BC1_to_Salmon=1; BC1_to_Trout=3; BC2_to_Trout=2; BC3_to_Trout=1; F1=1; F2=1; nonhybrid_Salmon=19; nonhybrid_Trout=22
1392,snps_20_sample_50_pop_1_ind_0.25,2,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,13,37,TRUE,12,12,0,1,TRUE,FALSE,0.40850000000000003,0,1,BC1_to_Salmon=2; BC1_to_Trout=3; BC2_to_Salmon=1; BC2_to_Trout=2; BC3_to_Salmon=1; BC3_to_Trout=1; F2=3; nonhybrid_Salmon=24; nonhybrid_Trout=13
1393,snps_20_sample_50_pop_1_ind_0.25,3,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,12,38,TRUE,12,12,0,0,TRUE,FALSE,0.463,0,1,BC1_to_Salmon=1; BC1_to_Trout=2; BC2_to_Salmon=3; BC2_to_Trout=2; BC3_to_Salmon=1; F1=1; F2=2; nonhybrid_Salmon=20; nonhybrid_Trout=18
1394,snps_20_sample_50_pop_1_ind_0.25,4,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,15,35,TRUE,12,12,0,3,TRUE,FALSE,0.4645,0,1,BC1_to_Salmon=1; BC1_to_Trout=2; BC2_to_Salmon=5; BC3_to_Salmon=3; BC3_to_Trout=2; F2=2; nonhybrid_Salmon=17; nonhybrid_Trout=18
1395,snps_20_sample_50_pop_1_ind_0.25,5,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,9,41,TRUE,8,8,0,1,TRUE,FALSE,0.4505,0,1,BC1_to_Trout=2; BC2_to_Salmon=3; BC3_to_Salmon=3; F1=1; nonhybrid_Salmon=21; nonhybrid_Trout=20
1396,snps_20_sample_50_pop_1_ind_0.25,6,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,14,36,TRUE,13,13,0,1,TRUE,FALSE,0.567,0,1,BC1_to_Trout=3; BC2_to_Salmon=1; BC2_to_Trout=2; BC3_to_Salmon=2; BC3_to_Trout=2; F1=2; F2=2; nonhybrid_Salmon=16; nonhybrid_Trout=20
1397,snps_20_sample_50_pop_1_ind_0.25,7,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,12,38,TRUE,9,9,0,3,TRUE,FALSE,0.562,0,1,BC1_to_Salmon=1; BC1_to_Trout=2; BC2_to_Trout=2; BC3_to_Salmon=1; BC3_to_Trout=1; F1=3; F2=2; nonhybrid_Salmon=17; nonhybrid_Trout=21
1398,snps_20_sample_50_pop_1_ind_0.25,8,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,10,40,TRUE,6,6,0,4,TRUE,FALSE,0.511,0,1,BC2_to_Salmon=2; BC3_to_Salmon=2; BC3_to_Trout=3; F1=2; F2=1; nonhybrid_Salmon=19; nonhybrid_Trout=21
1399,snps_20_sample_50_pop_1_ind_0.25,9,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,14,36,TRUE,12,12,0,2,TRUE,FALSE,0.4825,0,1,BC1_to_Salmon=1; BC1_to_Trout=1; BC2_to_Salmon=1; BC2_to_Trout=4; BC3_to_Salmon=1; BC3_to_Trout=1; F1=3; F2=2; nonhybrid_Salmon=20; nonhybrid_Trout=16
1400,snps_20_sample_50_pop_1_ind_0.25,10,20,50,1,0.25,0.25,12.5,0.9999994336783435,TRUE,17,33,TRUE,13,13,0,4,TRUE,FALSE,0.52,0,1,BC1_to_Salmon=1; BC1_to_Trout=2; BC2_to_Salmon=3; BC2_to_Trout=3; BC3_to_Salmon=2; BC3_to_Trout=3; F1=2; F2=1; nonhybrid_Salmon=16; nonhybrid_Trout=17
1401,snps_20_sample_50_pop_1_ind_0.5,1,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,23,27,TRUE,22,22,0,1,TRUE,FALSE,0.455,0,1,BC1_to_Salmon=1; BC1_to_Trout=3; BC2_to_Salmon=5; BC2_to_Trout=3; BC3_to_Salmon=1; BC3_to_Trout=2; F1=5; F2=3; nonhybrid_Salmon=16; nonhybrid_Trout=11
1402,snps_20_sample_50_pop_1_ind_0.5,2,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,26,24,TRUE,23,23,0,3,TRUE,FALSE,0.4805,0,1,BC1_to_Salmon=2; BC2_to_Salmon=7; BC2_to_Trout=2; BC3_to_Salmon=4; BC3_to_Trout=3; F1=7; F2=1; nonhybrid_Salmon=10; nonhybrid_Trout=14
1403,snps_20_sample_50_pop_1_ind_0.5,3,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,30,20,TRUE,21,21,0,9,TRUE,FALSE,0.5115,0,1,BC1_to_Salmon=2; BC1_to_Trout=5; BC2_to_Salmon=2; BC2_to_Trout=3; BC3_to_Salmon=8; BC3_to_Trout=7; F1=2; F2=1; nonhybrid_Salmon=10; nonhybrid_Trout=10
1404,snps_20_sample_50_pop_1_ind_0.5,4,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,25,25,TRUE,22,22,0,3,TRUE,FALSE,0.4875,0,1,BC1_to_Salmon=6; BC1_to_Trout=2; BC2_to_Salmon=3; BC2_to_Trout=3; BC3_to_Salmon=2; BC3_to_Trout=2; F1=4; F2=3; nonhybrid_Salmon=12; nonhybrid_Trout=13
1405,snps_20_sample_50_pop_1_ind_0.5,5,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,27,23,TRUE,24,24,0,3,TRUE,FALSE,0.4745,0,1,BC1_to_Salmon=4; BC1_to_Trout=5; BC2_to_Salmon=6; BC2_to_Trout=1; BC3_to_Salmon=2; BC3_to_Trout=2; F1=2; F2=5; nonhybrid_Salmon=11; nonhybrid_Trout=12
1406,snps_20_sample_50_pop_1_ind_0.5,6,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,25,25,TRUE,22,22,0,3,TRUE,FALSE,0.474,0,1,BC1_to_Salmon=3; BC1_to_Trout=4; BC2_to_Salmon=3; BC2_to_Trout=3; BC3_to_Salmon=1; BC3_to_Trout=3; F1=6; F2=2; nonhybrid_Salmon=15; nonhybrid_Trout=10
1407,snps_20_sample_50_pop_1_ind_0.5,7,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,27,23,TRUE,26,26,0,1,TRUE,FALSE,0.5665,0,1,BC1_to_Salmon=5; BC1_to_Trout=6; BC2_to_Salmon=1; BC2_to_Trout=5; BC3_to_Salmon=1; BC3_to_Trout=1; F1=1; F2=7; nonhybrid_Salmon=10; nonhybrid_Trout=13
1408,snps_20_sample_50_pop_1_ind_0.5,8,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,24,26,TRUE,20,20,0,4,TRUE,FALSE,0.4935,0,1,BC1_to_Salmon=1; BC2_to_Salmon=6; BC2_to_Trout=4; BC3_to_Salmon=3; BC3_to_Trout=2; F1=4; F2=4; nonhybrid_Salmon=12; nonhybrid_Trout=14
1409,snps_20_sample_50_pop_1_ind_0.5,9,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,24,26,TRUE,20,20,0,4,TRUE,FALSE,0.502,0,1,BC1_to_Salmon=5; BC1_to_Trout=2; BC2_to_Salmon=3; BC2_to_Trout=3; BC3_to_Salmon=5; BC3_to_Trout=3; F1=2; F2=1; nonhybrid_Salmon=11; nonhybrid_Trout=15
1410,snps_20_sample_50_pop_1_ind_0.5,10,20,50,1,0.5,0.5,25,0.9999999999999991,TRUE,25,25,TRUE,24,24,0,1,TRUE,FALSE,0.44,0,1,BC1_to_Salmon=1; BC1_to_Trout=2; BC2_to_Salmon=6; BC2_to_Trout=5; BC3_to_Salmon=2; BC3_to_Trout=2; F1=3; F2=4; nonhybrid_Salmon=15; nonhybrid_Trout=10
1411,snps_20_sample_50_pop_1_ind_0.75,1,20,50,1,0.75,0.75,37.5,1,TRUE,41,9,TRUE,30,30,0,11,TRUE,FALSE,0.461,0,1,BC1_to_Salmon=5; BC1_to_Trout=3; BC2_to_Salmon=8; BC2_to_Trout=7; BC3_to_Salmon=6; BC3_to_Trout=5; F1=2; F2=5; nonhybrid_Salmon=5; nonhybrid_Trout=4
1412,snps_20_sample_50_pop_1_ind_0.75,2,20,50,1,0.75,0.75,37.5,1,TRUE,39,11,TRUE,33,33,0,6,TRUE,FALSE,0.521,0,1,BC1_to_Salmon=3; BC1_to_Trout=3; BC2_to_Salmon=7; BC2_to_Trout=5; BC3_to_Salmon=4; BC3_to_Trout=5; F1=8; F2=4; nonhybrid_Salmon=4; nonhybrid_Trout=7
1413,snps_20_sample_50_pop_1_ind_0.75,3,20,50,1,0.75,0.75,37.5,1,TRUE,39,11,TRUE,31,31,0,8,TRUE,FALSE,0.395,0,1,BC1_to_Salmon=6; BC1_to_Trout=8; BC2_to_Salmon=4; BC2_to_Trout=6; BC3_to_Salmon=7; BC3_to_Trout=2; F1=2; F2=4; nonhybrid_Salmon=10; nonhybrid_Trout=1
1414,snps_20_sample_50_pop_1_ind_0.75,4,20,50,1,0.75,0.75,37.5,1,TRUE,37,13,TRUE,28,28,0,9,TRUE,FALSE,0.4505,0,1,BC1_to_Salmon=6; BC1_to_Trout=2; BC2_to_Salmon=3; BC2_to_Trout=5; BC3_to_Salmon=8; BC3_to_Trout=3; F1=5; F2=5; nonhybrid_Salmon=7; nonhybrid_Trout=6
1415,snps_20_sample_50_pop_1_ind_0.75,5,20,50,1,0.75,0.75,37.5,1,TRUE,37,13,TRUE,32,32,0,5,TRUE,FALSE,0.3995,0,1,BC1_to_Salmon=6; BC1_to_Trout=3; BC2_to_Salmon=7; BC2_to_Trout=6; BC3_to_Salmon=4; BC3_to_Trout=1; F1=5; F2=5; nonhybrid_Salmon=9; nonhybrid_Trout=4
1416,snps_20_sample_50_pop_1_ind_0.75,6,20,50,1,0.75,0.75,37.5,1,TRUE,25,25,TRUE,22,22,0,3,TRUE,FALSE,0.514,0,1,BC1_to_Salmon=5; BC2_to_Salmon=5; BC2_to_Trout=5; BC3_to_Salmon=1; BC3_to_Trout=4; F1=3; F2=2; nonhybrid_Salmon=12; nonhybrid_Trout=13
1417,snps_20_sample_50_pop_1_ind_0.75,7,20,50,1,0.75,0.75,37.5,1,TRUE,39,11,TRUE,31,31,0,8,TRUE,FALSE,0.511,0,1,BC1_to_Salmon=3; BC1_to_Trout=3; BC2_to_Salmon=4; BC2_to_Trout=9; BC3_to_Salmon=7; BC3_to_Trout=5; F1=2; F2=6; nonhybrid_Salmon=6; nonhybrid_Trout=5
1418,snps_20_sample_50_pop_1_ind_0.75,8,20,50,1,0.75,0.75,37.5,1,TRUE,36,14,TRUE,29,29,0,7,TRUE,FALSE,0.6495,0,1,BC1_to_Salmon=1; BC1_to_Trout=9; BC2_to_Salmon=3; BC2_to_Trout=5; BC3_to_Salmon=5; BC3_to_Trout=5; F1=3; F2=5; nonhybrid_Salmon=2; nonhybrid_Trout=12
1419,snps_20_sample_50_pop_1_ind_0.75,9,20,50,1,0.75,0.75,37.5,1,TRUE,39,11,TRUE,37,37,0,2,TRUE,FALSE,0.499,0,1,BC1_to_Salmon=9; BC1_to_Trout=6; BC2_to_Salmon=6; BC2_to_Trout=2; BC3_to_Salmon=3; BC3_to_Trout=3; F1=3; F2=7; nonhybrid_Salmon=3; nonhybrid_Trout=8
1420,snps_20_sample_50_pop_1_ind_0.75,10,20,50,1,0.75,0.75,37.5,1,TRUE,34,16,TRUE,28,28,0,6,TRUE,FALSE,0.4835,0,1,BC1_to_Salmon=2; BC1_to_Trout=6; BC2_to_Salmon=5; BC2_to_Trout=3; BC3_to_Salmon=7; BC3_to_Trout=5; F1=5; F2=1; nonhybrid_Salmon=8; nonhybrid_Trout=8
1421,snps_20_sample_50_pop_1_ind_1,1,20,50,1,1,1,50,1,TRUE,50,0,TRUE,42,42,0,8,TRUE,FALSE,0.53,0,0.975,BC1_to_Salmon=6; BC1_to_Trout=4; BC2_to_Salmon=9; BC2_to_Trout=9; BC3_to_Salmon=3; BC3_to_Trout=6; F1=7; F2=6
1422,snps_20_sample_50_pop_1_ind_1,2,20,50,1,1,1,50,1,TRUE,50,0,TRUE,42,42,0,8,TRUE,FALSE,0.455,0.025,0.95,BC1_to_Salmon=11; BC1_to_Trout=7; BC2_to_Salmon=5; BC2_to_Trout=4; BC3_to_Salmon=8; BC3_to_Trout=7; F1=3; F2=5
1423,snps_20_sample_50_pop_1_ind_1,3,20,50,1,1,1,50,1,TRUE,50,0,TRUE,39,39,0,11,TRUE,FALSE,0.4955,0,1,BC1_to_Salmon=2; BC1_to_Trout=4; BC2_to_Salmon=8; BC2_to_Trout=8; BC3_to_Salmon=7; BC3_to_Trout=6; F1=7; F2=8
1424,snps_20_sample_50_pop_1_ind_1,4,20,50,1,1,1,50,1,TRUE,50,0,TRUE,38,38,0,12,TRUE,FALSE,0.4975,0,0.975,BC1_to_Salmon=8; BC1_to_Trout=7; BC2_to_Salmon=6; BC2_to_Trout=6; BC3_to_Salmon=6; BC3_to_Trout=7; F1=6; F2=4
1425,snps_20_sample_50_pop_1_ind_1,5,20,50,1,1,1,50,1,TRUE,50,0,TRUE,40,40,0,10,TRUE,FALSE,0.4605,0.05,1,BC1_to_Salmon=9; BC1_to_Trout=7; BC2_to_Salmon=6; BC2_to_Trout=3; BC3_to_Salmon=8; BC3_to_Trout=7; F1=4; F2=6
1426,snps_20_sample_50_pop_1_ind_1,6,20,50,1,1,1,50,1,TRUE,50,0,TRUE,40,40,0,10,TRUE,FALSE,0.5535,0,1,BC1_to_Salmon=4; BC1_to_Trout=2; BC2_to_Salmon=9; BC2_to_Trout=11; BC3_to_Salmon=4; BC3_to_Trout=10; F1=3; F2=7
1427,snps_20_sample_50_pop_1_ind_1,7,20,50,1,1,1,50,1,TRUE,50,0,TRUE,39,39,0,11,TRUE,FALSE,0.5245,0,0.975,BC1_to_Salmon=1; BC1_to_Trout=4; BC2_to_Salmon=7; BC2_to_Trout=9; BC3_to_Salmon=8; BC3_to_Trout=9; F1=5; F2=7
1428,snps_20_sample_50_pop_1_ind_1,8,20,50,1,1,1,50,1,TRUE,50,0,TRUE,43,43,0,7,TRUE,FALSE,0.5565,0,0.95,BC1_to_Trout=8; BC2_to_Salmon=7; BC2_to_Trout=11; BC3_to_Salmon=4; BC3_to_Trout=4; F1=6; F2=10
1429,snps_20_sample_50_pop_1_ind_1,9,20,50,1,1,1,50,1,TRUE,50,0,TRUE,42,42,0,8,TRUE,FALSE,0.496,0.05,1,BC1_to_Salmon=7; BC1_to_Trout=10; BC2_to_Salmon=9; BC2_to_Trout=6; BC3_to_Salmon=3; BC3_to_Trout=2; F1=7; F2=6
1430,snps_20_sample_50_pop_1_ind_1,10,20,50,1,1,1,50,1,TRUE,50,0,TRUE,43,43,0,7,TRUE,FALSE,0.4835,0,0.975,BC1_to_Salmon=5; BC1_to_Trout=3; BC2_to_Salmon=8; BC2_to_Trout=6; BC3_to_Salmon=6; BC3_to_Trout=7; F1=5; F2=10
